source_row,name,city,state,country,type,should_write,written_raw,written_status,drew_one_raw,drew_status,wrote_thank_feb2020,website,instagram,twitter,existing_site_match,existing_site_id,existing_site_path,candidate_site_names
7433,Fish Brewing Co,Olympia,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7434,Three Magnets Brewing,Olympia,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7435,Headless Mumby Brewing Co.,Olympia,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,exact,headless-mumby-brewing-co,content/breweries/headless-mumby-brewing-co.md,
7436,McMenamins Spar Cafe Brewery,Olympia,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7437,Singing Hops Brewing Company,Olympia,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7438,Alpine Brewing Co,Oroville,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7439,Pastime Brewery Bar and Grill,Oroville,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7440,Packwood Brewing Co,Packwood,WA,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7441,Dungeness Brewing Company,Port Angeles,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7442,Barhop Brewing,Port Angeles,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7443,Barhop Brewing - Production Facility,Port Angeles,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7444,Slaughter County Brewing,Port Orchard,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7445,Port Townsend Brewing Co,Port Townsend,WA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7446,Discovery Bay Brewing,Port Townsend,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7447,Propolis Brewing LLC,Port Townsend,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7448,Slippery Pig Brewery,Poulsbo,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7449,Western Red Brewing,Poulsbo,WA,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7450,Rainy Daze Brewing,Poulsbo,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7451,Valholl Brewing Company,Poulsbo,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7452,Horse Heaven Hills Brewery,Prosser,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7453,Paradise Creek Brewery,Pullman,WA,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7454,Off Camber Brewing,Puyallup,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7455,Powerhouse Restaurant and Brewery,Puyallup,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7456,RAM Restaurant and Brewery - Puyallup South Hill,Puyallup,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7457,The Station U Brew,Puyallup,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7458,101 Brewery,Quilcene,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7459,Wild Man Brewing Company,Raymond,WA,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7460,Mac and Jacks Brewery Inc,Redmond,WA,,Regional,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7461,Black Raven Brewing Co,Redmond,WA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7462,Big Block Brewing,Redmond,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7463,Bushnell Craft Brewing Company,Redmond,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7464,Postdoc Brewing Company,Redmond,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7465,Dog & Pony Alehouse and Grill,Renton,WA,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7466,Dubtown Brewing Company,Renton,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7467,Four Generals Brewing,Renton,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7468,Republic Brewing Co,Republic,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7469,Bombing Range Brewing Company,Richland,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7470,Rattlesnake Mountain Brewery / Kimo’s Restaurant,Richland,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7471,Atomic Ale Brewpub and Eatery,Richland,WA,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7472,White Bluffs Brewing,Richland,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7474,Roslyn Brewing Co,Roslyn,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7475,Big Block Brewing,Sammamish,WA,,Micro,,2019-04-29T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7476,Two Beers Brewing Co,Seattle,WA,,Micro,,2019-04-26T00:00:00,confirmed_date,yes,confirmed_yes,yes,https://www.twobeersbrewery.com/landing/,https://www.instagram.com/twobeersbrewing/,https://twitter.com/TwoBeersBrewing,exact,two-beers-brewing-co,content/breweries/two-beers-brewing-co.md,
7477,Flying Lion Brewing,Seattle,WA,,Taproom,,2019-11-13T00:00:00,confirmed_date,yes,confirmed_yes,yes,,,,unmatched,,,
7478,OOLA Distillery,Seattle,WA,,Distillery,,yes,confirmed_yes,yes,confirmed_yes,yes,https://www.ooladistillery.com/,http://instagram.com/ooladistillery,https://twitter.com/ooladistillery,unmatched,,,
7479,Ghostfish Brewing Company,Seattle,WA,,Micro,,2019-04-26T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7480,Machine House Brewery,Seattle,WA,,Taproom,,2019-04-26T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7481,Rooftop Brewing Co,Seattle,WA,,Micro,,2019-04-26T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7482,Elysian Brewing Co,Seattle,WA,,Largge,,2019-04-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7483,Holy Mountain Brewing Co,Seattle,WA,,Taproom,,2019-04-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7484,Pike Brewing Co,Seattle,WA,,Micro,,2019-04-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7485,Stoup Brewing,Seattle,WA,,Micro,,2019-04-29T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7486,Cloudburst Brewing,Seattle,WA,,Micro,,2019-11-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7487,Fremont Brewing Co,Seattle,WA,,Regional,,2019-11-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7488,Fremont Brewing Co- West,Seattle,WA,,Micro,,2019-11-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7489,Elliott Bay Brewery and Pub - West Seattle,Seattle,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7490,Elliott Bay Public House & Brewery - Lake City,Seattle,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7491,Floodland Brewing,Seattle,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7492,RAM Restaurant and Brewery- Northgate,Seattle,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7493,Redhook Brewery,Seattle,WA,,Regional,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7494,Standard Brewing,Seattle,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7495,Bad Jimmy’s Brewing Co,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7496,Bainbridge Island Brewing,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7497,Burke-Gilman Brewing,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7498,Counterbalance Brewing Company,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7499,Dirty Couch Brewing,SEATTLE,WA,,Proprietor,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7500,Elysian Brewing Co,Seattle,WA,,Largge,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7501,Elysian Brewing Co - Elysian Fields,Seattle,WA,,Largge,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7502,Figurehead Brewing Company,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7503,Georgetown Brewing Co,Seattle,WA,,Regional,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7504,Lantern Brewing,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7505,Lowercase Brewing - Production Facility,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7506,Lucky Envelope Brewing,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7507,Northwest Peaks Brewery,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7508,Seapine Brewing Company,Seattle,WA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7509,Snapshot Brewing,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7510,Tin Dog Brewing,Seattle,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7511,Big Time Brewery,Seattle,WA,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7512,Floating Bridge Brewing,Seattle,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7513,McMenamins Queen Anne Brewery,Seattle,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7514,Outer Planet Craft Brewing,Seattle,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7515,Peddler Brewing,Seattle,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7516,Pyramid Breweries / North American Breweries,Seattle,WA,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7517,RAM Restaurant and Brewery - Seattle,Seattle,WA,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7518,Ravenna Brewing Company,Seattle,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7519,Schooner Exact Brewing Co,Seattle,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7520,Triple R Brewing,Seattle,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7521,Lagunitas Seattle Taproom and Beer Sanctuary,Seattle,WA,,Brewpub,,12/20.2019,date_needs_review,,not_recorded,,,,,unmatched,,,
7522,Reuben’s Brews,Seattle,WA,,Micro,,12/20.2019,date_needs_review,,not_recorded,,,,,unmatched,,,
7523,Reuben’s Brews,Seattle,WA,,Micro,,12/20.2019,date_needs_review,,not_recorded,,,,,unmatched,,,
7524,Reuben’s Brews Taproom,Seattle,WA,,Micro,,12/20.2019,date_needs_review,,not_recorded,,,,,unmatched,,,
7525,Bluebird Microcreamery and Brewery,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7526,Flying Bike Cooperative Brewery,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7527,Future Primitive Brewing Company,Seattle,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7528,Hale’s Ales Brewery and Pub,Seattle,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7529,Hellbent Brewing Company,Seattle,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7530,Jellyfish Brewing Company,Seattle,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7531,Magnuson Cafe and Brewery,Seattle,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7532,Maritime Pacific Brewing Co,Seattle,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7533,Obec Brewing,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7534,Old Stove Brewing Company,Seattle,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7535,Optimism Brewing Company,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7536,Outlander Brewery & Pub,Seattle,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7537,Perihelion Brewery,Seattle,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7538,Populuxe Brewing,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7539,The Best Of Hands Barrelhouse,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7540,Urban Family Brewing,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7541,West Seattle Brewing Co,Seattle,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7542,North Jetty Brewing,Seaview,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7543,Fathom & League Hop Yard Brewery,Sequim,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7544,Keyhole Valley Brewing,Shelton,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7545,Monka Brewing Company,Shoreline,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7546,Cash Brewing Company,Silverdale,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7547,Sound To Summit,Snohomish,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7548,Haywire Brewing Company,Snohomish,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7549,Lost Canoe Brewing Co,Snohomish,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7550,Old Man Brewing,Snohomish,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7551,Scrappy Punk Brewing,Snohomish,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7552,SnoTown Brewery,Snohomish,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7553,Three Bull Brewing Co,Snohomish,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7554,No Boat Brewing Company,Snoqualmie,WA,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7555,Snoqualmie Falls Brewing Co,Snoqualmie,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7556,Dru Bru,Snoqualmie Pass,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7557,Precious Things Fermentation Project,Spokane,WA,,Taproom,,2019-06-04T00:00:00,confirmed_date,yes,confirmed_yes,yes,,,,unmatched,,,
7558,Black Label Brewing Company,Spokane,WA,,Brewpub,,2019-11-27T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7559,Iron Goat Brewing,Spokane,WA,,Taproom,,2020-02-01T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7560,English Setter Brewing Company,Spokane,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7561,For the Love of God Brewing,Spokane,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7562,Four Eyed Guys Brewing,Spokane,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7563,Steam Plant Grill,Spokane,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7564,The Grain Shed,Spokane,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7565,Bardic Brewing,Spokane,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7566,Bellwether Brewing Co,Spokane,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7567,Bennidito’s Brewpub,Spokane,WA,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7568,Hopped Up Brewing Company,Spokane,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7569,Humble Abode Brewing,Spokane,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7570,Millwood Brewing Company,Spokane,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7571,No Drought Brewing Co.,Spokane,WA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7572,Perry Street Brewing Co.,Spokane,WA,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7573,Twelve String Brewing Co,Spokane,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7574,No-Li Brewhouse,Spokane,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7575,River City Brewing,Spokane,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7576,Square Wheel Brewing Co,Spokane,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7577,V Twin Brewing Company,Spokane,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7578,Waddell’s Brewing Co.,Spokane,WA,,Brewpub,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7579,Whistle Punk Brewing Company,Spokane,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7580,Young Buck Brewing,Spokane,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7581,Little Spokane Brewing Company,Spokane,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7582,Mountain Lakes Brewing Company,Spokane,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7583,YaYa Brewing Company,Spokane,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7584,Badass Backyard Brewing,Spokane Valley,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7585,Genus Brewing / Nu Home Brew and Bottles,Spokane Valley,WA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7586,TT’s Old Iron Brewery,Spokane Valley,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7587,Backwoods Brewing Company - Production Only,Stevenson,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7588,Walking Man Brewing Co,Stevenson,WA,,Brewpub,,,not_recorded,,not_recorded,,,,,unmatched,,,
7589,Timber Monster Brewing Company,Sultan,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7590,Half Lion Brewing Company,Sumner,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7591,Rock Wood Fired Pizza / Keep Rockin’ LLC,Sumner,WA,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7592,Rock Wood Fired Pizza / Keep Rockin’ LLC,Sumner,WA,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7593,Snipes Mountain Brewing Co,Sunnyside,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7594,Varietal Beer Company,Sunnyside,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7595,Dystopian State Brewing,Tacoma,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7596,E9 Brewing Co.,Tacoma,WA,,Micro,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7597,RAM Restaurant and Brewery - Tacoma,Tacoma,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7598,Sluggo Brewing,Tacoma,WA,,Brewpub,,2020-02-07T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7599,Black Fleet Brewing,Tacoma,WA,,Brewpub,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7600,Dunagan Brewing Co,Tacoma,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7601,Mirage Beer Co.,Tacoma,WA,,Proprietor,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7602,RAM Restaurant and Brewery - Production,Tacoma,WA,,Micro,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7603,Rock Wood Fired Pizza and Brewery - Tacoma,Tacoma,WA,,Contract,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7604,Pacific Brewing and Malting,Tacoma,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7605,Tacoma Brewing Co.,Tacoma,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7606,Wingman Brewers,Tacoma,WA,,Micro,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7607,7 Seas Brewing Co,Tacoma,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7608,Gig Harbor Brewing,Tacoma,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7609,Narrows Brewing Company,Tacoma,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7610,North 47 Brewing Co,Tacoma,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7611,Odd Otter Brewing Company,Tacoma,WA,,Taproom,,,not_recorded,,not_recorded,,,,,unmatched,,,
7612,Scatter Creek Brewing,Tenino,WA,,Taproom,,2020-04-11T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7613,Cloud Alchemist,Tukwila,WA,,OTHER,,2019-04-20T00:00:00,confirmed_date,yes,confirmed_yes,yes,,,,unmatched,,,
7614,Northwest Brewing Company,TUKWILA,WA,,Proprietor,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
7615,Odin Brewing Co,Tukwila,WA,,Micro,,,not_recorded,,not_recorded,,,,,unmatched,,,
7616,Hoh River Brewery,Tumwater,WA,,Taproom,,2020-03-03T00:00:00,confirmed_date,,not_recorded,,,,,unmatched,,,
