page_id,section,title,city,state,zip,type,written,drew_one,source_rows
breweries/limestone-brewers,breweries,Limestone Brewers,Osage,IA,50461,Brewpub,2020-02-01,Not recorded,2242
breweries/limitless-brewing,breweries,Limitless Brewing,Lenexa,KS,66215,Taproom,2020-03-03,Not recorded,2799
breweries/lineage-brewing,breweries,Lineage Brewing,Columbus,OH,43202,Brewpub,2020-03-03,Not recorded,5435
breweries/linesider-brewing-company,breweries,LineSider Brewing Company,East Greenwich,RI,02818,Taproom,2020-03-03,Not recorded,6340
breweries/lion-brewery-inc-the,breweries,"Lion Brewery Inc, The",Wilkes Barre,PA,18705,Regional,2020-03-03,Not recorded,6315
breweries/lion-bridge-brewing-company,breweries,Lion Bridge Brewing Company,Cedar Rapids,IA,52404,Brewpub,2020-02-01,Not recorded,2186
breweries/lionstone-brewing,breweries,Lionstone Brewing,Geneseo,IL,61254,Brewpub,2020-03-03,Not recorded,2454
breweries/liquid-hero-brewery,breweries,Liquid Hero Brewery,York,PA,17401,Micro,2020-04-11,Not recorded,6325
breweries/liquid-mechanics-brewing-company,breweries,Liquid Mechanics Brewing Company,Lafayette,CO,80026,Micro,2020-03-03,Not recorded,1474
breweries/liquid-roots-brewing-project,breweries,Liquid Roots Brewing Project,Lenoir,NC,28645,Taproom,2020-03-03,Not recorded,4331
breweries/liquid-state-brewing-company,breweries,Liquid State Brewing Company,Ithaca,NY,14850,Taproom,2020-03-03,Not recorded,5094
breweries/listermann-brewing-company,breweries,Listermann Brewing Company,Cincinnati,OH,45207,Taproom,2020-03-03,Not recorded,5364
breweries/little-apple-brewing-co,breweries,Little Apple Brewing Co,Manhattan,KS,66502,Brewpub,2020-02-07,Not recorded,2800
breweries/little-creatures-brewing,breweries,Little Creatures Brewing,San Francisco,CA,94158,Brewpub,2020-03-03,Not recorded,909
breweries/little-dog-brewing-co,breweries,Little Dog Brewing Co.,Neptune City,NJ,07753,Taproom,2020-04-11,Not recorded,4701
breweries/little-fish-brewing-company,breweries,Little Fish Brewing Company,Athens,OH,45701,Brewpub,2020-03-03,Not recorded,5320
breweries/little-harpeth-brewing-co,breweries,Little Harpeth Brewing Co,Nashville,TN,37213,Micro,2019-11-27,Not recorded,6559
breweries/little-house-brewing-company,breweries,Little House Brewing Company,Chester,CT,06412,Taproom,2020-02-01,Not recorded,1609
breweries/little-miami-brewing-company,breweries,Little Miami Brewing Company,Milford,OH,45150,Brewpub,2020-03-03,Not recorded,5537
breweries/little-red-barn-brewing,breweries,Little Red Barn Brewing,Winsted,CT,06098,Taproom,2020-04-11,Not recorded,1691
breweries/little-thistle-brewing,breweries,Little Thistle Brewing,Rochester,MN,55901,Taproom,2020-04-11,Not recorded,3838
breweries/little-toad-creek-brewery-and-distillery,breweries,Little Toad Creek Brewery & Distillery,Silver City,NM,88061,Brewpub,2019-10-26,Not recorded,4836
breweries/live-oak-brewing-co,breweries,Live Oak Brewing Co,Del Valle,TX,78617,Regional,2020-03-03,Not recorded,6704
breweries/lively-beerworks,breweries,Lively Beerworks,Oklahoma City,OK,73109,Micro,2019-11-13,Not recorded,5620
breweries/living-the-dream-brewing-co,breweries,Living the Dream Brewing Co.,Littleton,CO,80125,Taproom,2020-03-03,Not recorded,1489
breweries/lo-fi-brewing,breweries,Lo-Fi Brewing,North Charleston,SC,29405,Micro,2020-03-03,Not recorded,6430
breweries/lo-rez-brewing,breweries,Lo Rez Brewing,Chicago,IL,60608,Taproom,2020-03-03,Not recorded,2378
breweries/loaded-question-brewing-co,breweries,Loaded Question Brewing Co.,Portsmouth,NH,03801,Taproom,2020-04-11,Not recorded,4600
breweries/local-315-brewing-company,breweries,Local 315 Brewing Company,Warners,NY,13164,Taproom,2020-04-11,Not recorded,5283
breweries/local-option,breweries,Local Option,Chicago,IL,60614,Contract,2020-03-03,Not recorded,2379
breweries/lock-15-brewing-co,breweries,Lock 15 Brewing Co,Akron,OH,44304,Brewpub,2020-03-03,Not recorded,5306
breweries/lock-27-brewing,breweries,Lock 27 Brewing,Centerville,OH,45458,Brewpub,2020-03-03,Not recorded,5350
breweries/lock-27-brewing-dayton-oh,breweries,Lock 27 Brewing,Dayton,OH,45402,Brewpub,2020-03-03,Not recorded,5466
breweries/lock-city-brewing,breweries,Lock City Brewing,Stamford,CT,06906,Micro,2020-03-03,Not recorded,1675
breweries/lockport-brewery,breweries,Lockport Brewery,Bolivar,OH,44612,Brewpub,2020-03-03,Not recorded,5332
breweries/lockport-brewery-bolivar-oh,breweries,Lockport Brewery,Bolivar,OH,44612,Brewpub,2020-03-03,Not recorded,5333
breweries/loco-patron-mexican-brewery,breweries,Loco Patron Mexican Brewery,Scottsdale,AZ,85260,Brewpub,2020-03-03,Not recorded,207
breweries/locust-cider-and-brewing-company,breweries,Locust Cider & Brewing Company,Woodinville,WA,98072,Taproom,2020-03-03,Not recorded,7660
breweries/lodi-beer-company,breweries,Lodi Beer Company,Lodi,CA,95240,Brewpub,2020-04-11,Not recorded,543
breweries/logansport-brewing-company,breweries,Logansport Brewing Company,Logansport,IN,46947,Brewpub,2020-04-11,Not recorded,2713
breweries/loggers-brewing-company,breweries,Loggers Brewing Company,Saginaw,MI,48609,Taproom,2020-03-03,Not recorded,3639
breweries/logsdon-farmhouse-ales,breweries,Logsdon Farmhouse Ales,Hood River,OR,97031,Taproom,2019-11-27,Not recorded,5756
breweries/logyard-brewing,breweries,Logyard Brewing,Kane,PA,16735,Taproom,2020-04-11,Not recorded,6126
breweries/lolo-peak-brewing-company,breweries,Lolo Peak Brewing Company,Lolo,MT,59847,Micro,2020-04-11,Not recorded,4105
breweries/loma-brewing-company,breweries,Loma Brewing Company,Los Gatos,CA,95030,Brewpub,2020-02-07,Not recorded,589
breweries/lone-mountain-farms,breweries,Lone Mountain Farms,ATHOL,ID,83801,Micro,2020-02-01,Not recorded,2260
breweries/lone-pine-brewing-company,breweries,Lone Pine Brewing Company,Portland,ME,04101,Micro,2020-02-07,Not recorded,3304
breweries/lone-pine-brewing-company-gorham-tasting-room,breweries,Lone Pine Brewing Company - Gorham Tasting Room,Gorham,ME,04038,Taproom,2020-03-03,Not recorded,3264
breweries/lone-pint-brewery,breweries,Lone Pint Brewery,Magnolia,TX,77355,Micro,2019-04-20,Not recorded,6800
breweries/lonerider-brewing-co,breweries,Lonerider Brewing Co,Raleigh,NC,27617,Regional,2020-03-03,Not recorded,4373
breweries/long-beach-brewing-company,breweries,Long Beach Brewing Company,Oceanside,NY,11572,Micro,2020-04-11,Not recorded,5161
breweries/long-blue-cat-brewing-co,breweries,Long Blue Cat Brewing Co,Londonderry,NH,03053,Brewpub,2020-04-11,Not recorded,4569
breweries/long-table-brewing,breweries,Long Table Brewing,Denver,CO,80207,Taproom,2020-03-03,Not recorded,1306
breweries/long-trail-brewing-co,breweries,Long Trail Brewing Co,Bridgewater Corners,VT,05035,Regional,2020-03-03,Not recorded,7216
breweries/long-wooden-spoon-brewing,breweries,Long Wooden Spoon Brewing,Amarillo,TX,79110,Micro,2020-04-11,Not recorded,6596
breweries/longtab-brewing-company-llc,breweries,Longtab Brewing Company LLC,San Antonio,TX,78238,Brewpub,2020-04-11,Not recorded,6856
breweries/looking-glass-brewing-company,breweries,Looking Glass Brewing Company,Dewitt,MI,48820,Brewpub,2020-04-11,Not recorded,3439
breweries/lookingglass-brewery,breweries,Lookingglass Brewery,Winston,OR,97496,Taproom,2020-03-03,Not recorded,5947
breweries/lookout-brewing-company,breweries,Lookout Brewing Company,Black Mountain,NC,28711,Taproom,2020-04-11,Not recorded,4181
breweries/loomis-basin-brewing-co,breweries,Loomis Basin Brewing Co,Loomis,CA,95650,Micro,2020-02-07,Not recorded,560
breweries/loop-brewing-co,breweries,Loop Brewing Co,Mc Cook,NE,69001,Brewpub,2020-03-03,Not recorded,4509
breweries/loose-rail-brewing,breweries,Loose Rail Brewing,Canal Winchester,OH,43110,Taproom,2020-04-11,Not recorded,5342
breweries/loose-shoe-brewing-company-llc,breweries,"Loose Shoe Brewing Company, LLC",Amherst,VA,24521,Micro,2020-02-07,Not recorded,6955
breweries/loowit-brewing,breweries,Loowit Brewing,Vancouver,WA,98660,Brewpub,2020-04-11,Not recorded,7628
breweries/lopez-island-brewing-co,breweries,Lopez Island Brewing Co,Lopez Island,WA,98261,Micro,2020-04-11,Not recorded,7403
breweries/lord-hobo-brewing-co,breweries,Lord Hobo Brewing Co,Woburn,MA,01801,Regional,2020-03-03,Not recorded,3101
breweries/los-angeles-ale-works,breweries,Los Angeles Ale Works,Hawthorne,CA,90250,Taproom,2020-03-03,Not recorded,476
breweries/los-dos-potrillos-mexican-restaurant-y-cerveceria,breweries,Los Dos Potrillos Mexican Restaurant y Cervecería,Parker,CO,80138,Brewpub,2020-03-03,Not recorded,1544
breweries/lost-cabin-beer-co,breweries,Lost Cabin Beer Co.,Rapid City,SD,57701,Taproom,2020-03-03,Not recorded,6460
breweries/lost-canoe-brewing-co,breweries,Lost Canoe Brewing Co,Snohomish,WA,98290,Taproom,2020-03-03,Not recorded,7549
breweries/lost-coast-brew-house,breweries,Lost Coast Brew House,Eureka,CA,95503,Brewpub,2020-03-03,Not recorded,427
breweries/lost-coast-brewery-and-cafe-table-bluff-brewing-inc,breweries,"Lost Coast Brewery and Cafe - Table Bluff Brewing, Inc.",Eureka,CA,95501,Regional,2020-03-03,Not recorded,428
breweries/lost-colony-brewery-and-cafe,breweries,Lost Colony Brewery and Cafe,Manteo,NC,27954,Brewpub,2020-03-03,Not recorded,4336
breweries/lost-dakota-brewing-co,breweries,Lost Dakota Brewing Co.,Bozeman,MT,59718,Taproom,2020-03-03,Not recorded,4058
breweries/lost-duck-brewing-co,breweries,Lost Duck Brewing Co.,Fort Madison,IA,52627,Brewpub,2020-02-01,Not recorded,2222
breweries/lost-forty-brewing,breweries,Lost Forty Brewing,Little Rock,AR,72202,Regional,2020-03-03,Not recorded,106
breweries/lost-friend-brewing-company,breweries,Lost Friend Brewing Company,Colorado Springs,CO,80918,Taproom,2020-04-11,Not recorded,1257
breweries/lost-grove-brewing,breweries,Lost Grove Brewing,Boise,ID,83706,Taproom,2020-02-01,Not recorded,2269
breweries/lost-kingdom-brewery-firehouse-distillery,breweries,Lost Kingdom Brewery / Firehouse Distillery,Ovid,NY,14521,Taproom,2020-03-03,Not recorded,5169
breweries/lost-nation-brewing,breweries,Lost Nation Brewing,Morrisville,VT,05661,Micro,2020-02-07,Not recorded,7239
breweries/lost-rhino-brewing-co,breweries,Lost Rhino Brewing Co,Ashburn,VA,20147,Micro,2020-02-07,Not recorded,6959
breweries/lost-rhino-retreat,breweries,Lost Rhino Retreat,Ashburn,VA,20148,Brewpub,2020-02-07,Not recorded,6960
breweries/lost-signal-brewing-company,breweries,Lost Signal Brewing Company,Springfield,MO,65806,Brewpub,2020-04-11,Not recorded,4005
breweries/lost-tavern-brewing,breweries,Lost Tavern Brewing,Hellertown,PA,18055,Taproom,2020-03-03,Not recorded,6104
breweries/lost-towns-brewing-company,breweries,Lost Towns Brewing Company,Gilbertville,MA,01031,Taproom,2020-04-11,Not recorded,2995
breweries/lost-way-brewery,breweries,Lost Way Brewery,Holdrege,NE,68949,Taproom,2020-03-03,Not recorded,4491
breweries/lost-winds-brewing-company,breweries,Lost Winds Brewing Company,San Clemente,CA,92673,Taproom,2020-04-11,Not recorded,808
breweries/loudoun-brewing-co,breweries,Loudoun Brewing Co,Leesburg,VA,20176,Micro,2020-02-07,Not recorded,7057
breweries/louisiana-purchase-brewing-company,breweries,Louisiana Purchase Brewing Company,Ponchatoula,LA,70454,Taproom,2020-03-03,Not recorded,2928
breweries/lovecraft-brewing-co,breweries,LoveCraft Brewing Co,Bremerton,WA,98337,Taproom,2020-03-03,Not recorded,7317
breweries/lovelady-brewing-company,breweries,Lovelady Brewing Company,Henderson,NV,89015,Micro,2020-03-03,Not recorded,4846
breweries/loveland-aleworks,breweries,Loveland Aleworks,Loveland,CO,80537,Micro,2020-04-11,Not recorded,1517
breweries/lowdown-brewery-kitchen,breweries,Lowdown Brewery + Kitchen,Denver,CO,80203,Brewpub,2020-02-07,Not recorded,1289
breweries/lowercase-brewing-production-facility,breweries,Lowercase Brewing - Production Facility,Seattle,WA,98108,Taproom,2020-03-03,Not recorded,7505
breweries/ltd-brewery,breweries,LTD Brewery,Hopkins,MN,55343,Taproom,yes,Not recorded,3763
breweries/lubec-brewing-co,breweries,Lubec Brewing Co,Lubec,ME,04652,Brewpub,2020-03-03,Not recorded,3279
breweries/lucky-devil-brewing,breweries,Lucky Devil Brewing,Berkeley,CA,94702,Contract,2020-03-03,Not recorded,306
breweries/lucky-envelope-brewing,breweries,Lucky Envelope Brewing,Seattle,WA,98107,Taproom,2020-03-03,Not recorded,7506
breweries/lucky-labrador-beer-hall,breweries,Lucky Labrador Beer Hall,Portland,OR,97209,Brewpub,2020-04-11,Not recorded,5846
breweries/lucky-luke-brewing-company,breweries,Lucky Luke Brewing Company,Palmdale,CA,93551,Taproom,2020-03-03,Not recorded,698
breweries/lucky-monk-burger-pizza-and-beer-co,breweries,"Lucky Monk Burger, Pizza & Beer Co",South Barrington,IL,60010,Brewpub,2020-04-11,Not recorded,2555
breweries/lucky-star-brewery,breweries,Lucky Star Brewery,Miamisburg,OH,45342,Brewpub,2020-03-03,Not recorded,5530
breweries/luckys-1313-brewpub,breweries,Lucky’s 1313 Brewpub,Madison,WI,53715,Brewpub,2020-02-07,Not recorded,7772
breweries/lumber-house-brewing-company,breweries,Lumber House Brewing Company,Black Diamond,WA,98010,Proprietor,2020-03-03,Not recorded,7305
breweries/luminous-brewhouse,breweries,Luminous Brewhouse,Sheridan,WY,82801,Brewpub,2020-03-03,Not recorded,7961
breweries/lunacy-brewing-company,breweries,Lunacy Brewing Company,Haddon Heights,NJ,08035,Taproom,2020-03-03,Not recorded,4667
breweries/lupine-brewing-co,breweries,LuPine Brewing Co,Delano,MN,55328,Micro,yes,Not recorded,3733
breweries/lupulin-brewing-sioux-falls,breweries,Lupulin Brewing - Sioux Falls,Sioux Falls,SD,57106,Taproom,2020-03-03,Not recorded,6465
breweries/lynchpin-beer-company-the-laundry,breweries,Lynchpin Beer Company / The Laundry,Fenton,MI,48430,Brewpub,2020-04-11,Not recorded,3454
breweries/lynlake-brewery,breweries,LynLake Brewery,Minneapolis,MN,55408,Taproom,2020-04-11,Not recorded,3802
breweries/lynnwood-brewing-concern,breweries,Lynnwood Brewing Concern,Raleigh,NC,27613,Brewpub,2020-03-03,Not recorded,4374
breweries/lynnwood-brewing-concern-raleigh-nc,breweries,Lynnwood Brewing Concern,Raleigh,NC,27604,Micro,2020-03-03,Not recorded,4375
breweries/m-i-a-beer-co,breweries,M.I.A. Beer Co,Doral,FL,33172,Micro,2020-04-11,Not recorded,1783
breweries/mac-and-jacks-brewery-inc,breweries,Mac and Jacks Brewery Inc,Redmond,WA,98052,Regional,2020-02-07,Not recorded,7460
breweries/machine-house-brewery,breweries,Machine House Brewery,Seattle,WA,98108,Taproom,2019-04-26,Not recorded,7480
breweries/mackinaw-brewing-co,breweries,Mackinaw Brewing Co,Traverse City,MI,49684,Brewpub,2020-03-03,Not recorded,3676
breweries/mackinaw-trail-brewing-company-mackinaw-trail-winery-and-brewery,breweries,Mackinaw Trail Brewing Company / Mackinaw Trail Winery and Brewery,Manistique,MI,49854,Taproom,2020-03-03,Not recorded,3575
breweries/macushla-brewing-co,breweries,Macushla Brewing Co,Glenview,IL,60025,Taproom,2020-03-03,Not recorded,2459
breweries/mad-beach-brewing,breweries,Mad Beach Brewing,Madeira Beach,FL,33708,Brewpub,2020-02-07,Not recorded,1863
breweries/mad-bomber-brewing-company,breweries,Mad Bomber Brewing Company,Hayden,ID,83835,Taproom,2020-02-01,Not recorded,2293
breweries/mad-chef-craft-brewing,breweries,Mad Chef Craft Brewing,East Petersburg,PA,17520,Brewpub,2020-04-11,Not recorded,6040
breweries/mad-county-brewing,breweries,Mad County Brewing,Marshall,NC,28753,Brewpub,2020-04-11,Not recorded,4338
breweries/mad-duck-craft-brewing-company-marks-and-herndon,breweries,Mad Duck Craft Brewing Company - Marks and Herndon,Fresno,CA,93711,Brewpub,2020-03-03,Not recorded,443
breweries/mad-knight-brewing-company,breweries,Mad Knight Brewing Company,Chattanooga,TN,37409,Taproom,2019-11-27,Yes,6484
breweries/mad-malts-brewery-and-tap-room,breweries,Mad Malts Brewery & Tap Room,Huntsville,AL,35801,Taproom,2020-03-03,Not recorded,66
breweries/mad-princes-brewing,breweries,Mad Princes Brewing,Buckingham,PA,18902,Taproom,2020-04-11,Not recorded,5987
breweries/mad-river-brewing-co,breweries,Mad River Brewing Co,Blue Lake,CA,95525,Micro,2020-03-03,Not recorded,317
other-places/mad-river-distillers,other-places,Mad River Distillers,,,,Distillery,yes,Yes,7969
breweries/mad-science-brewing-company,breweries,Mad Science Brewing Company,Adamstown,MD,21710,Taproom,2020-04-11,Not recorded,3107
breweries/mad-swede-brewing-co,breweries,Mad Swede Brewing Co.,Boise,ID,83709,Taproom,2020-02-01,Not recorded,2270
breweries/madcap-brew-co,breweries,MadCap Brew Co,Kent,OH,44240,Micro,2020-03-03,Not recorded,5500
breweries/madcow-brewing-co,breweries,Madcow Brewing Co.,Portland,OR,97233,Micro,2020-04-11,Not recorded,5847
breweries/madewest-brewing-company,breweries,Madewest Brewing Company,Ventura,CA,93003,Micro,2020-02-07,Not recorded,1120
breweries/madhouse-brewing-co,breweries,Madhouse Brewing Co,Des Moines,IA,50309,Taproom,2019-04-20,Not recorded,2209
breweries/madison-river-brewing-co,breweries,Madison River Brewing Co,Belgrade,MT,59714,Micro,2020-04-11,Not recorded,4039
breweries/madtree-brewing,breweries,MadTree Brewing,Cincinnati,OH,45209,Regional,2020-03-03,Not recorded,5365
breweries/madtree-brewing-cincinnati-oh,breweries,MadTree Brewing,Cincinnati,OH,45209,Regional,2020-03-03,Not recorded,5366
breweries/maelstrom-brewing-company,breweries,Maelstrom Brewing Company,Kirkland,WA,98033,Taproom,2020-03-03,Not recorded,7387
breweries/magic-valley-brewing,breweries,Magic Valley Brewing,Buhl,ID,83316,Brewpub,2020-02-01,Not recorded,2277
breweries/magnify-brewing-company,breweries,Magnify Brewing Company,Fairfield,NJ,07004,Micro,2020-04-11,Not recorded,4652
breweries/magnolia-dogpatch,breweries,Magnolia Dogpatch,San Francisco,CA,94107,Micro,2020-04-11,Not recorded,917
breweries/maidens-brewery,breweries,Maidens Brewery,Evansville,IN,47712,Brewpub,2020-03-03,Not recorded,2628
breweries/main-and-mill-brewing-company,breweries,Main And Mill Brewing Company,Festus,MO,63028,Brewpub,2020-03-03,Not recorded,3917
breweries/main-and-six-brewing-company,breweries,Main & Six Brewing Company,Jacksonville,FL,32206,Taproom,2020-03-03,Not recorded,1832
breweries/main-channel-brewing-company,breweries,Main Channel Brewing Company,Guntersville,AL,35976,Taproom,2020-03-03,Not recorded,61
breweries/main-sail-brewery-atwood-yacht-club,breweries,Main Sail Brewery / Atwood Yacht Club,Sherrodsville,OH,44675,Taproom,2020-04-11,Not recorded,5567
breweries/main-street-brewery,breweries,Main Street Brewery,Corona,CA,92880,Brewpub,2020-04-11,Not recorded,382
breweries/main-street-brewery-four-corners,breweries,Main Street Brewery/Four Corners,Cortez,CO,81321,Brewpub,2020-03-03,Not recorded,1274
breweries/main-street-brewing-inc-turonis-pizza,breweries,Main Street Brewing Inc/Turonis Pizza,Evansville,IN,47711,Brewpub,2020-04-11,Not recorded,2629
breweries/maine-beer-co,breweries,Maine Beer Co,Freeport,ME,04032,Regional,2019-11-13,Not recorded,3257
other-places/maine-craft-distilling,other-places,Maine Craft Distilling,Portland,ME,04101,,2019-04-20,Not recorded,3299
breweries/mainely-brews-restaurant-and-brewhouse,breweries,Mainely Brews Restaurant and Brewhouse,Waterville,ME,04901,Contract,2020-03-03,Not recorded,3337
breweries/makai-brewing-company,breweries,Makai Brewing Company,Ocean Isle Beach,NC,28469,Taproom,2020-04-11,Not recorded,4362
breweries/makers-craft-brewery,breweries,Maker’s Craft Brewery,Norfolk,VA,23504,Micro,2020-02-07,Not recorded,7091
breweries/malai-fort-worth,breweries,Malai Fort Worth,Fort Worth,TX,76109,Brewpub,2020-04-11,Not recorded,6730
breweries/man-skirt-brewing,breweries,Man Skirt Brewing,Hackettstown,NJ,07840,Micro,2020-03-03,Not recorded,4666
breweries/manatawny-creek-brewery,breweries,Manatawny Creek Brewery,Douglassville,PA,19518,Taproom,2020-03-03,Not recorded,6030
breweries/manfish-brewing,breweries,Manfish Brewing,Issaquah,WA,98027,Micro,2020-03-03,Not recorded,7374
breweries/manitou-brewing-company,breweries,Manitou Brewing Company,Manitou Springs,CO,80829,Brewpub,2020-04-11,Not recorded,1525
breweries/mantra-artisan-ales,breweries,Mantra Artisan Ales,Franklin,TN,37064,Micro,2019-11-27,Not recorded,6512
breweries/maple-island-brewing,breweries,Maple Island Brewing,Stillwater,MN,55082,Taproom,2020-03-03,Not recorded,3880
breweries/maple-lawn-brewery,breweries,Maple Lawn Brewery,Pomeroy,OH,45769,Taproom,2020-03-03,Not recorded,5557
breweries/maplewood-brewing-company,breweries,Maplewood Brewing Company,Chicago,IL,60647,Micro,2020-03-03,Not recorded,2380
breweries/marble-brewery-mav-lab,breweries,Marble Brewery - Mav Lab,Albuquerque,NM,87111,Micro,2020-04-11,Not recorded,4766
breweries/marble-brewery-production,breweries,Marble Brewery - Production,Albuquerque,NM,87102,Regional,2020-03-03,Not recorded,4757
breweries/marblehead-brewing-company,breweries,Marblehead Brewing Company,Marblehead,MA,01945,Micro,2020-03-03,Not recorded,3023
breweries/march-first-brewing,breweries,March First Brewing,Cincinnati,OH,45249,Brewpub,2020-03-03,Not recorded,5367
breweries/mare-island-brewing-co-coal-shed-brewery,breweries,Mare Island Brewing Co. - Coal Shed Brewery,Vallejo,CA,94592,Micro,2020-02-07,Not recorded,1112
breweries/marietta-brewing-co,breweries,Marietta Brewing Co,Marietta,OH,45750,Brewpub,2020-03-03,Not recorded,5518
breweries/marker-48-brewing-llc,breweries,Marker 48 Brewing LLC,Brooksville,FL,34613,Taproom,2020-04-11,Not recorded,1755
breweries/market-cross-pub-and-brewery,breweries,Market Cross Pub & Brewery,Carlisle,PA,17013,Brewpub,2020-03-03,Not recorded,5997
breweries/market-garden-brewery,breweries,Market Garden Brewery,Cleveland,OH,44113,Micro,2019-12-08,Not recorded,5391
breweries/market-garden-brewery-cleveland-oh,breweries,Market Garden Brewery,Cleveland,OH,44113,Micro,2019-12-08,Not recorded,5392
breweries/market-street-brewing-co,breweries,Market Street Brewing Co,Corning,NY,14830,Brewpub,2020-03-03,Not recorded,5005
breweries/market-street-public-house,breweries,Market Street Public House,Denton,MD,21629,Brewpub,2019-10-25,Not recorded,3147
breweries/marsh-island-brewing-company,breweries,Marsh Island Brewing Company,Orono,ME,04473,Micro,2019-04-20,Not recorded,3292
breweries/marshall-wharf-brewing-co,breweries,Marshall Wharf Brewing Co,Belfast,ME,04915,Micro,2020-02-07,Not recorded,3227
breweries/marthas-exchange-restaurant-and-brewery,breweries,Martha’s Exchange Restaurant and Brewery,Nashua,NH,03060,Brewpub,2020-03-03,Not recorded,4580
breweries/martin-house-brewing-company,breweries,Martin House Brewing Company,Fort Worth,TX,76111,Micro,2020-03-03,Not recorded,6725
breweries/marto-brewing-co,breweries,Marto Brewing Co.,Sioux City,IA,51101,Brewpub,2020-02-01,Not recorded,2250
breweries/marz-community-brewing,breweries,Marz Community Brewing,Chicago,IL,60609,Micro,2020-04-11,Not recorded,2395
breweries/marzonis-brick-oven-and-brewery,breweries,Marzoni’s Brick Oven and Brewery,Duncansville,PA,16635,Brewpub,2020-04-11,Not recorded,6039
breweries/mash-cult-brewing,breweries,Mash Cult Brewing,Florence,KY,41042,Taproom,2020-03-03,Not recorded,2842
breweries/mash-lab-brewing,breweries,Mash Lab Brewing,Windsor,CO,80550,Taproom,2020-03-03,Not recorded,1591
breweries/mashcraft-brewing,breweries,MashCraft Brewing,Greenwood,IN,46142,Micro,2020-03-03,Not recorded,2655
breweries/mashcraft-fishers,breweries,MashCraft Fishers,Fishers,IN,46038,Brewpub,2020-03-03,Not recorded,2636
breweries/mason-city-brewing,breweries,Mason City Brewing,Mason City,IA,50401,Taproom,2020-02-01,Not recorded,2235
breweries/masons-brewing-company,breweries,Mason’s Brewing Company,Brewer,ME,04412,Micro,2020-03-03,Not recorded,3241
breweries/mast-landing-brewing-company,breweries,Mast Landing Brewing Company,Westbrook,ME,04092,Taproom,2020-03-03,Not recorded,3339
breweries/masters-brewhouse,breweries,Masters Brewhouse,Deer Park,WA,99006,Brewpub,2020-03-03,Not recorded,7346
breweries/masthead-brewing-co,breweries,Masthead Brewing Co,Cleveland,OH,44114,Taproom,2020-03-03,Not recorded,5403
breweries/mastrys-brewing-co,breweries,Mastry’s Brewing Co,St Pete Beach,FL,33706,Taproom,2020-03-03,Not recorded,1988
breweries/matanuska-brewing-company,breweries,Matanuska Brewing Company,Palmer,AK,99645,Micro,2019-11-03,Not recorded,34
breweries/matchwood-brewing-company,breweries,Matchwood Brewing Company,Sandpoint,ID,83864,Brewpub,2020-02-01,Not recorded,2319
breweries/maui-brewing-co-brewpub,breweries,"Maui Brewing Co, Brewpub",Lahaina,HI,96761,Brewpub,2019-11-03,Not recorded,2156
breweries/maui-brewing-co-production,breweries,Maui Brewing Co - Production,Kihei,HI,96753,Regional,2020-02-01,Not recorded,2155
breweries/maumee-bay-brewing-co,breweries,Maumee Bay Brewing Co,Toledo,OH,43604,Brewpub,2020-03-03,Not recorded,5579
breweries/maxline-brewing,breweries,Maxline Brewing,Fort Collins,CO,80525,Taproom,2020-04-11,Not recorded,1409
breweries/maxs-fanno-creek-brew-pub,breweries,Max’s Fanno Creek Brew Pub,Tigard,OR,97223,Brewpub,2020-03-03,Not recorded,5933
breweries/mayday-brewery,breweries,Mayday Brewery,Murfreesboro,TN,37129,Micro,2019-11-27,Not recorded,6554
breweries/mayflower-brewing-co,breweries,Mayflower Brewing Co,Plymouth,MA,02360,Micro,2020-04-11,Not recorded,3055
breweries/mbf-brewing-co,breweries,MBF Brewing Co,Los Angeles,CA,90014,Contract,2020-02-07,Not recorded,565
breweries/mcallister-brewing-company,breweries,McAllister Brewing Company,North Wales,PA,19454,Brewpub,2020-04-11,Not recorded,6194
breweries/mcarthurs-brew-house,breweries,McArthur’s Brew House,Cuyahoga Falls,OH,44221,Brewpub,2020-03-03,Not recorded,5458
breweries/mccall-brewing-co,breweries,McCall Brewing Co,McCall,ID,83638,Brewpub,2020-02-01,Not recorded,2300
breweries/mcfleshmans-brewing-co,breweries,McFleshman’s Brewing Co,Appleton,WI,54911,Taproom,2020-04-11,Not recorded,7684
breweries/mcguires-irish-pub-and-brewery-destin,breweries,McGuire’s Irish Pub and Brewery - Destin,Destin,FL,32541,Brewpub,2020-02-07,Not recorded,1781
breweries/mcguires-irish-pub-and-brewery-pensacola,breweries,McGuire’s Irish Pub and Brewery - Pensacola,Pensacola,FL,32502,Brewpub,2020-03-03,Not recorded,1937
breweries/mchenry-brewing-company,breweries,McHenry Brewing Company,McHenry,IL,60050,Taproom,2020-03-03,Not recorded,2497
breweries/mckenzie-brew-house,breweries,McKenzie Brew House,Glen Mills,PA,19342,Brewpub,2020-03-03,Not recorded,6076
breweries/mcmenamins-breweries,breweries,McMenamins Breweries,Portland,OR,97217,Regional,2020-03-03,Not recorded,5829
breweries/mcmenamins-cedar-hills,breweries,McMenamins - Cedar Hills,Beaverton,OR,97005,Brewpub,2020-04-11,Not recorded,5668
breweries/mcmenamins-cornelius-pass-roadhouse,breweries,McMenamins Cornelius Pass Roadhouse,Hillsboro,OR,97124,Brewpub,2020-03-03,Not recorded,5752
